report_date,mall,media,campaign_id,campaign_name,impressions,clicks,cost,conversions,conversion_value
2025-11-07,sprint,meta,,FB_스프린트_판매_결제시작,0,0,0.0,2.0,41800.0
2025-11-07,sprint,meta,,FB_스프린트_판매_결제시작_01,155699,1881,1048456.36,84.0,2929850.0
2025-11-07,sprint,meta,,FB_스프린트_판매_결제시작_02,38941,547,406304.55,47.0,1713464.0
2025-11-07,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,20676,296,199438.18,15.0,484473.0
2025-11-07,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,24297,426,297960.0,25.0,1025500.0
2025-11-07,sprint,meta,,FB_스프린트_판매_구매,0,0,0.0,0.0,0.0
2025-11-08,sprint,meta,,FB_스프린트_판매_결제시작,0,0,0.0,0.0,0.0
2025-11-08,sprint,meta,,FB_스프린트_판매_결제시작_01,92128,1295,690422.73,70.0,2436884.0
2025-11-08,sprint,meta,,FB_스프린트_판매_결제시작_02,31097,416,336093.64,20.0,851000.0
2025-11-08,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,0,0,0.0,6.0,277400.0
2025-11-08,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,29577,469,289070.91,28.0,1044000.0
2025-11-09,sprint,meta,,FB_스프린트_판매_결제시작,0,0,0.0,0.0,0.0
2025-11-09,sprint,meta,,FB_스프린트_판매_결제시작_01,94931,1223,766681.82,71.0,2947127.0
2025-11-09,sprint,meta,,FB_스프린트_판매_결제시작_02,29685,437,366892.73,24.0,960142.0
2025-11-09,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,40319,502,363894.55,35.0,1439071.0
2025-11-09,sprint,meta,,FB_스프린트_판매_구매,0,0,0.0,0.0,0.0
2025-11-10,sprint,meta,,FB_스프린트_판매_결제시작,0,0,0.0,2.0,57800.0
2025-11-10,sprint,meta,,FB_스프린트_판매_결제시작_01,116694,1272,865810.91,76.0,3143830.0
2025-11-10,sprint,meta,,FB_스프린트_판매_결제시작_02,20848,242,258092.73,22.0,756933.0
2025-11-10,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,0,0,0.0,0.0,0.0
2025-11-10,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,35583,451,391475.45,58.0,2531322.0
2025-11-11,sprint,meta,,FB_스프린트_판매_결제시작_01,121258,1208,921160.0,85.0,3088609.0
2025-11-11,sprint,meta,,FB_스프린트_판매_결제시작_02,0,0,0.0,6.0,295300.0
2025-11-11,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,0,0,0.0,0.0,0.0
2025-11-11,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,46900,622,516290.0,56.0,2396510.0
2025-11-12,sprint,meta,,FB_스프린트_판매_결제시작_01,117231,1413,938724.55,89.0,3238432.0
2025-11-12,sprint,meta,,FB_스프린트_판매_결제시작_02,0,0,0.0,2.0,57800.0
2025-11-12,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,0,0,0.0,2.0,63800.0
2025-11-12,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,65369,868,675000.91,69.0,2996604.0
2025-11-13,sprint,meta,,FB_스프린트_판매_결제시작_01,117368,1339,803698.18,56.0,2123046.0
2025-11-13,sprint,meta,,FB_스프린트_판매_결제시작_02,0,0,0.0,0.0,0.0
2025-11-13,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,68486,968,754510.91,65.0,2720814.0
2025-11-14,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,29615,264,214926.36,20.0,1016800.0
2025-11-14,sprint,meta,,FB_스프린트_판매_결제시작_01,49586,502,305318.18,32.0,1045695.0
2025-11-14,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,25931,337,283153.64,16.0,509400.0
2025-11-15,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,32791,407,261541.82,31.0,1501600.0
2025-11-15,sprint,meta,,FB_스프린트_판매_결제시작_01,0,0,0.0,3.0,89342.0
2025-11-15,sprint,meta,,FB_스프린트_판매_결제시작_02,0,0,0.0,0.0,0.0
2025-11-15,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,0,0,0.0,2.0,191800.0
2025-11-16,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,66555,726,496464.55,40.0,1746000.0
2025-11-16,sprint,meta,,FB_스프린트_판매_결제시작_01,0,0,0.0,0.0,0.0
2025-11-16,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,0,0,0.0,2.0,188884.0
2025-11-17,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,72089,854,546737.27,50.0,2408382.0
2025-11-17,sprint,meta,,FB_스프린트_판매_결제시작_01,0,0,0.0,1.0,28900.0
2025-11-17,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,0,0,0.0,5.0,144500.0
2025-11-18,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,63994,815,513449.09,40.0,1811473.0
2025-11-18,sprint,meta,,FB_스프린트_판매_결제시작_01,28758,413,232520.91,36.0,1289522.0
2025-11-18,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,6587,128,131522.73,1.0,31900.0
2025-11-19,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,73739,882,593250.91,60.0,3309238.0
2025-11-19,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,12641,154,118837.27,14.0,563722.0
2025-11-19,sprint,meta,,FB_스프린트_판매_결제시작_01,47500,646,422790.0,54.0,1991242.0
2025-11-19,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,0,0,0.0,4.0,233482.0
2025-11-20,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,64571,823,563545.45,27.0,1311442.0
2025-11-20,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,24414,258,207728.18,16.0,736522.0
2025-11-20,sprint,meta,,FB_스프린트_판매_결제시작_01,35845,647,298130.91,29.0,1182600.0
2025-11-21,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,61971,620,498494.55,19.0,890100.0
2025-11-21,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,27532,320,255539.09,17.0,753182.0
2025-11-21,sprint,meta,,FB_스프린트_판매_결제시작_01,42674,791,286879.09,17.0,624300.0
2025-11-21,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,0,0,0.0,2.0,57800.0
2025-11-22,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,66581,763,522068.18,35.0,1690061.0
2025-11-22,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,29168,313,274190.91,15.0,1028584.0
2025-11-22,sprint,meta,,FB_스프린트_판매_결제시작_01,36537,706,248748.18,29.0,1470100.0
2025-11-23,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,59758,715,546113.64,48.0,1936469.0
2025-11-23,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,33910,395,289210.91,38.0,2151996.0
2025-11-23,sprint,meta,,FB_스프린트_판매_결제시작_01,36399,693,313726.36,29.0,1098962.0
2025-11-24,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,87097,984,584700.0,43.0,1755926.0
2025-11-24,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,34835,362,250719.09,16.0,571522.0
2025-11-24,sprint,meta,,FB_스프린트_판매_결제시작_01,41795,680,328123.64,33.0,1460700.0
2025-11-25,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,59512,717,454952.73,29.0,1052100.0
2025-11-25,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,26165,281,216396.36,15.0,915642.0
2025-11-25,sprint,meta,,FB_스프린트_판매_결제시작_01,59958,1063,504071.82,61.0,2567526.0
2025-11-26,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,50643,725,438671.82,36.0,1437400.0
2025-11-26,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,38003,360,304029.09,33.0,1349062.0
2025-11-26,sprint,meta,,FB_스프린트_판매_결제시작_01,93649,1500,728055.45,81.0,4044355.0
2025-11-27,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,61338,839,429900.0,22.0,965582.0
2025-11-27,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,50560,468,347000.0,30.0,1050000.0
2025-11-27,sprint,meta,,FB_스프린트_판매_결제시작_01,102588,1640,791782.73,85.0,3655282.0
2025-11-28,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,69397,746,447660.0,29.0,1266100.0
2025-11-28,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,54785,477,354701.82,29.0,1315100.0
2025-11-28,sprint,meta,,FB_스프린트_판매_결제시작_01,102278,1779,807496.36,77.0,3188442.0
2025-11-29,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,36604,357,227372.73,18.0,909622.0
2025-11-29,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,56127,512,362972.73,22.0,748800.0
2025-11-29,sprint,meta,,FB_스프린트_판매_결제시작_01,116916,1769,836678.18,88.0,3436893.0
2025-11-30,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,43376,495,324830.91,22.0,809800.0
2025-11-30,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,39001,394,289615.45,26.0,1495300.0
2025-11-30,sprint,meta,,FB_스프린트_판매_결제시작_01,136076,2009,974124.55,102.0,3868376.0
2025-12-01,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,15340,158,107090.0,7.0,315300.0
2025-12-01,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,42697,504,356176.36,57.0,3464224.0
2025-12-01,sprint,meta,,FB_스프린트_판매_결제시작_01,136753,1878,961018.18,83.0,3892300.0
2025-12-02,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,0,0,0.0,0.0,0.0
2025-12-02,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,58798,647,445169.09,34.0,1809400.0
2025-12-02,sprint,meta,,FB_스프린트_판매_결제시작_01,149343,2010,1035001.82,93.0,3858668.0
2025-12-02,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),44701,679,404826.36,13.0,643700.0
2025-12-03,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,0,0,0.0,2.0,109800.0
2025-12-03,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,65145,613,445101.82,29.0,1569137.0
2025-12-03,sprint,meta,,FB_스프린트_판매_결제시작_01,121657,1375,880840.91,54.0,2392600.0
2025-12-03,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),44932,707,405501.82,25.0,1306344.0
2025-12-04,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,75087,831,438882.73,24.0,1518400.0
2025-12-04,sprint,meta,,FB_스프린트_판매_결제시작_01,133931,1898,972472.73,88.0,3691689.0
2025-12-04,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),25963,433,238243.64,6.0,295400.0
2025-12-05,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_01,0,0,0.0,0.0,0.0
2025-12-05,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,36605,418,263573.64,12.0,588800.0
2025-12-05,sprint,meta,,FB_스프린트_판매_결제시작_01,85608,1220,711660.91,32.0,1607442.0
2025-12-05,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),7396,151,81666.36,4.0,135600.0
2025-12-06,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,28795,364,219927.27,15.0,981284.0
2025-12-06,sprint,meta,,FB_스프린트_판매_결제시작_01,78188,1264,651621.82,58.0,2913787.0
2025-12-06,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),0,0,0.0,0.0,0.0
2025-12-07,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,37902,462,277050.0,19.0,970864.0
2025-12-07,sprint,meta,,FB_스프린트_판매_결제시작_01,117865,1649,894959.09,90.0,4486382.0
2025-12-07,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),0,0,0.0,0.0,0.0
2025-12-08,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,37727,399,259292.73,20.0,833000.0
2025-12-08,sprint,meta,,FB_스프린트_판매_GS25_01 (콘텐츠 조회),3665,65,15962.73,0.0,0.0
2025-12-08,sprint,meta,,FB_스프린트_판매_TROAS,6379,99,63842.73,4.0,213600.0
2025-12-08,sprint,meta,,FB_스프린트_판매_결제시작_01,113426,1590,820648.18,72.0,3371800.0
2025-12-08,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),0,0,0.0,0.0,0.0
2025-12-09,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,33348,383,261080.91,21.0,1083900.0
2025-12-09,sprint,meta,,FB_스프린트_판매_GS25_01 (콘텐츠 조회),906,39,4369.09,0.0,0.0
2025-12-09,sprint,meta,,FB_스프린트_판매_TROAS,18423,230,203559.09,11.0,671900.0
2025-12-09,sprint,meta,,FB_스프린트_판매_결제시작_01,110464,1551,819338.18,49.0,2269100.0
2025-12-09,sprint,meta,,FB_스프린트_판매_결제시작_03 (신규),0,0,0.0,2.0,191800.0
2025-12-10,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,33365,381,267628.18,31.0,2456193.0
2025-12-10,sprint,meta,,FB_스프린트_판매_GS25_01 (콘텐츠 조회),415,16,1960.91,0.0,0.0
2025-12-10,sprint,meta,,FB_스프린트_판매_TROAS,20404,255,200832.73,17.0,960500.0
2025-12-10,sprint,meta,,FB_스프린트_판매_결제시작_01,125283,1616,935698.18,85.0,4142457.0
2025-12-11,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,39581,367,306156.36,22.0,1334222.0
2025-12-11,sprint,meta,,FB_스프린트_판매_GS25_01 (콘텐츠 조회),0,0,0.0,0.0,0.0
2025-12-11,sprint,meta,,FB_스프린트_판매_TROAS,15133,206,162521.82,17.0,889100.0
2025-12-11,sprint,meta,,FB_스프린트_판매_결제시작_01,138751,1580,1038327.27,76.0,3939366.0
2025-12-11,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,45020,1097,321069.09,18.0,1262622.0
2025-12-11,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,38312,899,289712.73,17.0,1007300.0
2025-12-12,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,36874,338,292060.91,21.0,1022682.0
2025-12-12,sprint,meta,,FB_스프린트_판매_TROAS,28122,352,314547.27,20.0,1092000.0
2025-12-12,sprint,meta,,FB_스프린트_판매_결제시작_01,131048,1273,897202.73,54.0,3021482.0
2025-12-12,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,37432,859,223399.09,13.0,786342.0
2025-12-12,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,37120,955,281455.45,24.0,1799600.0
2025-12-13,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,29364,280,240736.36,22.0,1063104.0
2025-12-13,sprint,meta,,FB_스프린트_판매_TROAS,39773,504,412575.45,31.0,1505900.0
2025-12-13,sprint,meta,,FB_스프린트_판매_결제시작_01,108919,1006,780218.18,39.0,2027000.0
2025-12-13,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,52675,858,330639.09,20.0,1238073.0
2025-12-13,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,35811,785,274554.55,17.0,1206300.0
2025-12-14,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,31107,354,270502.73,14.0,950600.0
2025-12-14,sprint,meta,,FB_스프린트_판매_TROAS,37730,430,334613.64,15.0,872500.0
2025-12-14,sprint,meta,,FB_스프린트_판매_결제시작_01,90229,974,793432.73,55.0,2301922.0
2025-12-14,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,31527,576,236450.91,23.0,1392014.0
2025-12-14,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,37070,804,320891.82,15.0,1144862.0
2025-12-15,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,27421,259,236944.55,11.0,699900.0
2025-12-15,sprint,meta,,FB_스프린트_판매_TROAS,1673,16,19800.91,1.0,60291.0
2025-12-15,sprint,meta,,FB_스프린트_판매_결제시작_01,98644,964,678330.0,51.0,2666900.0
2025-12-15,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,25632,474,193850.0,14.0,1041600.0
2025-12-15,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,18923,350,183403.64,10.0,638000.0
2025-12-16,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,24808,194,232499.09,23.0,1337764.0
2025-12-16,sprint,meta,,FB_스프린트_판매_TROAS,3307,40,41022.73,4.0,249600.0
2025-12-16,sprint,meta,,FB_스프린트_판매_결제시작_01,84836,935,669527.27,39.0,2018140.0
2025-12-16,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,22368,433,191226.36,26.0,1480315.0
2025-12-16,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,0,0,0.0,6.0,428822.0
2025-12-17,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,29364,287,277115.45,55.0,3116937.0
2025-12-17,sprint,meta,,FB_스프린트_판매_TROAS,4708,46,57488.18,6.0,264600.0
2025-12-17,sprint,meta,,FB_스프린트_판매_결제시작_01,56171,639,493405.45,31.0,1827151.0
2025-12-17,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,19957,377,186523.64,41.0,2405834.0
2025-12-17,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,0,0,0.0,16.0,885582.0
2025-12-18,sprint,meta,,FB_스프린트_결제시작_TROAS,820,17,10490.91,1.0,53900.0
2025-12-18,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,30967,253,282575.45,15.0,818400.0
2025-12-18,sprint,meta,,FB_스프린트_판매_TROAS,5283,48,63558.18,1.0,105900.0
2025-12-18,sprint,meta,,FB_스프린트_판매_결제시작_01,50541,680,465203.64,47.0,2145646.0
2025-12-18,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,15279,273,144954.55,11.0,556900.0
2025-12-18,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,15882,254,167060.91,9.0,628962.0
2025-12-18,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,24083,253,250782.73,16.0,690300.0
2025-12-19,sprint,meta,,FB_스프린트_결제시작_TROAS,5420,56,59999.09,0.0,0.0
2025-12-19,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,26495,264,268957.27,22.0,1408113.0
2025-12-19,sprint,meta,,FB_스프린트_판매_TROAS,145,3,1911.82,0.0,0.0
2025-12-19,sprint,meta,,FB_스프린트_판매_결제시작_01,49766,637,415013.64,46.0,2366182.0
2025-12-19,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,20970,288,171324.55,21.0,1024142.0
2025-12-19,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,30131,498,303951.82,36.0,2015253.0
2025-12-19,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,40593,477,370871.82,49.0,2315244.0
2025-12-20,sprint,meta,,FB_스프린트_결제시작_TROAS,0,0,0.0,2.0,173800.0
2025-12-20,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,17688,167,188396.36,2.0,86800.0
2025-12-20,sprint,meta,,FB_스프린트_판매_결제시작_01,44005,515,342260.0,43.0,1819200.0
2025-12-20,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,25489,399,170099.09,24.0,1333400.0
2025-12-20,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,22336,390,209430.91,19.0,1140000.0
2025-12-20,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,32535,302,247339.09,30.0,1580600.0
2025-12-21,sprint,meta,,FB_스프린트_판매_결제시작_01,57464,763,463338.18,55.0,2332539.0
2025-12-21,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,30088,530,230594.55,33.0,1802100.0
2025-12-21,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,20792,458,205510.0,29.0,1302442.0
2025-12-21,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,35927,475,320040.91,47.0,2507522.0
2025-12-22,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,0,0,0.0,2.0,181800.0
2025-12-22,sprint,meta,,FB_스프린트_판매_결제시작_01,51836,742,439716.36,52.0,2605182.0
2025-12-22,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,28251,466,240049.09,29.0,1322300.0
2025-12-22,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,24516,441,222350.91,39.0,2270200.0
2025-12-22,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,33823,469,345369.09,43.0,2096200.0
2025-12-23,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,0,0,0.0,0.0,0.0
2025-12-23,sprint,meta,,FB_스프린트_판매_결제시작_01,64355,767,484079.09,59.0,2832102.0
2025-12-23,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,27829,412,224360.91,28.0,1450900.0
2025-12-23,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,32794,552,265814.55,25.0,1727500.0
2025-12-23,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,47543,518,363225.45,53.0,2529500.0
2025-12-24,sprint,meta,,FB_스프린트_골라담기_판매_결제시작_CVMX_01,0,0,0.0,2.0,69800.0
2025-12-24,sprint,meta,,FB_스프린트_판매_결제시작_01,43507,527,347542.73,40.0,1834142.0
2025-12-24,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,38716,577,270701.82,33.0,1584500.0
2025-12-24,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,42477,604,294943.64,48.0,3372500.0
2025-12-24,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,68512,668,432101.82,79.0,3561886.0
2025-12-25,sprint,meta,,FB_스프린트_판매_결제시작_01,53421,739,460891.82,73.0,4296200.0
2025-12-25,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,62598,847,376993.64,42.0,1719900.0
2025-12-25,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,36710,624,312260.91,49.0,2733762.0
2025-12-25,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,80832,869,533238.18,81.0,3811800.0
2025-12-26,sprint,meta,,FB_스프린트_판매_결제시작_01,54915,764,464715.45,62.0,3301773.0
2025-12-26,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,55138,786,332355.45,44.0,2683300.0
2025-12-26,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,42266,686,354381.82,32.0,1933800.0
2025-12-26,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,100696,775,502845.45,71.0,3371100.0
2025-12-27,sprint,meta,,FB_스프린트_판매_결제시작_01,66652,863,570580.0,59.0,3009000.0
2025-12-27,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,70717,962,408504.55,45.0,2130900.0
2025-12-27,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,49002,699,411690.91,47.0,2663541.0
2025-12-27,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,131691,918,637179.09,104.0,5933400.0
2025-12-28,sprint,meta,,FB_스프린트_판매_결제시작_01,91916,1214,769270.0,90.0,4577000.0
2025-12-28,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,88685,1227,502615.45,60.0,2803096.0
2025-12-28,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,55580,756,479574.55,37.0,1829400.0
2025-12-28,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,202829,1515,1041962.73,155.0,7685562.0
2025-12-29,sprint,meta,,FB_스프린트_판매_결제시작_01,165880,1830,1076354.55,135.0,6969912.0
2025-12-29,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,100291,1313,553876.36,56.0,2437967.0
2025-12-29,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,53981,765,501327.27,51.0,2836000.0
2025-12-29,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,237791,1755,1189270.91,120.0,6190551.0
2025-12-30,sprint,meta,,FB_스프린트_판매_결제시작_01,137384,1502,879174.55,98.0,4965153.0
2025-12-30,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,68423,964,456681.82,56.0,2362200.0
2025-12-30,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,49488,760,533148.18,47.0,2826500.0
2025-12-30,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,218124,1584,1352249.09,159.0,7896411.0
2025-12-31,sprint,meta,,FB_스프린트_판매_결제시작_01,141061,1572,976860.0,72.0,3195600.0
2025-12-31,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,55229,807,430380.91,37.0,1802000.0
2025-12-31,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,50808,668,538110.91,37.0,2052000.0
2025-12-31,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,175733,1468,1192809.09,129.0,6708282.0
2026-01-01,sprint,meta,,FB_스프린트_판매_결제시작_01,145178,1999,1017736.36,97.0,4743924.0
2026-01-01,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,60380,976,451480.91,56.0,2786240.0
2026-01-01,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,54234,912,548776.36,53.0,2475200.0
2026-01-01,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,322998,2613,1647697.27,167.0,7638882.0
2026-01-02,sprint,meta,,FB_스프린트_판매_결제시작_01,171539,1901,1081088.18,107.0,5582878.0
2026-01-02,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,50208,730,376473.64,33.0,1438400.0
2026-01-02,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,44725,745,455700.91,37.0,2532107.0
2026-01-02,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,302325,2427,1610082.73,160.0,7389000.0
2026-01-03,sprint,meta,,FB_스프린트_판매_결제시작_01,164647,1909,984319.09,97.0,4602911.0
2026-01-03,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,54561,679,390908.18,50.0,2740824.0
2026-01-03,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,46425,786,512412.73,42.0,2261500.0
2026-01-03,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,267642,2100,1449448.18,127.0,6422261.0
2026-01-04,sprint,meta,,FB_스프린트_판매_결제시작_01,170072,1932,1072524.55,112.0,5447939.0
2026-01-04,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,52770,748,429326.36,50.0,2279647.0
2026-01-04,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,39829,604,418068.18,40.0,2084842.0
2026-01-04,sprint,meta,,FB_스프린트_프로모션_판매_구매_01,287472,2421,1777085.45,178.0,9240441.0
2026-01-05,sprint,meta,,FB_스프린트_판매_결제시작_01,177008,1703,1006498.18,93.0,4317170.0
2026-01-05,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_01,76336,961,549660.0,71.0,3729067.0
2026-01-05,sprint,meta,,FB_스프린트_프로모션_판매_결제시작_CVMX_01,33642,425,331763.64,41.0,2321122.0
